E1,E2,Similarity
Np,F,0.00020977018745284233
Pu,F,0.00022974129747923316
Am,F,0.00018306807374890283
Cm,F,0.00019381099590587712
Bk,F,0.0001316645549278819
Cf,F,0.00011416844156796284
Es,F,6.0780555873023166e-05
Fm,F,3.77647492741558e-05
Md,F,5.841967596703715e-05
No,F,3.92233812059998e-05
Lr,F,4.355402307951882e-05
H,Ne,0.0003509767891956142
He,Ne,0.01321844648670042
Li,Ne,0.0018287344894190986
Be,Ne,0.00187744441049049
B,Ne,0.0008866901436908482
C,Ne,0.0003014641400518484
N,Ne,0.00033909615426773535
O,Ne,0.00039140976443553365
F,Ne,0.0005005476409608682
Ne,Ne,0.0
Na,Ne,0.0014661957026633936
Mg,Ne,0.002561762623609463
Al,Ne,0.00199240389425039
Si,Ne,0.0007617859399863792
P,Ne,0.0006153714386632497
S,Ne,0.0005991119074062786
Cl,Ne,0.0005974280469608017
Ar,Ne,0.017751646206722906
K,Ne,0.0017581082903911842
Ca,Ne,0.00291032177403251
Sc,Ne,0.0028778255682309056
Ti,Ne,0.0018400512295450844
V,Ne,0.001580088543710221
Cr,Ne,0.0015612486347148932
Mn,Ne,0.0012008716044571235
Fe,Ne,0.0013987296646890061
Co,Ne,0.0013649230841733659
Ni,Ne,0.001408634633657459
Cu,Ne,0.0013942173148198465
Zn,Ne,0.0015220337622241459
Ga,Ne,0.0020033861681305293
Ge,Ne,0.0016191360542946402
As,Ne,0.0008745289774573884
Se,Ne,0.001473882341650964
Br,Ne,0.0006575531004456007
Kr,Ne,0.011391738596317947
Rb,Ne,0.002158799167977983
Sr,Ne,0.002331230188561984
Y,Ne,0.001793009533102905
Zr,Ne,0.001460098411180168
Nb,Ne,0.0023460539009675357
Mo,Ne,0.0009975637192421792
Tc,Ne,0.0008559665123635724
Ru,Ne,0.0008288153766686029
Rh,Ne,0.0009807190447822104
Pd,Ne,0.0011045794083793265
Ag,Ne,0.002477757536610589
Cd,Ne,0.0017098604062065921
In,Ne,0.002441896715810935
Sn,Ne,0.0010584588010214419
Sb,Ne,0.0009706606502665822
Te,Ne,0.0021716177289701944
I,Ne,0.0010259549325547762
Xe,Ne,0.008468292053626123
Cs,Ne,0.002014417524814519
Ba,Ne,0.0020294137916336595
La,Ne,0.001750252356712854
Ce,Ne,0.0014365455916842131
Pr,Ne,0.001359358828179743
Nd,Ne,0.0013197462777787938
Pm,Ne,0.00076649419038687
Sm,Ne,0.0011195969674755901
Eu,Ne,0.001419578754897052
Gd,Ne,0.0014352300752510244
Tb,Ne,0.0008925231637505361
Dy,Ne,0.001151613662689205
Ho,Ne,0.0011543409210039467
Er,Ne,0.0009823807122887483
Tm,Ne,0.0011040673850532692
Yb,Ne,0.0014665990391659828
Lu,Ne,0.0008397890668790054
Hf,Ne,0.0016560274222691394
Ta,Ne,0.0015106342014160421
W,Ne,0.0009370504517305228
Re,Ne,0.0008223610256113939
Os,Ne,0.0009347503127600097
Ir,Ne,0.0009094214643250049
Pt,Ne,0.0010224704747902648
Au,Ne,0.0017773972650779416
Hg,Ne,0.002268014782192815
Tl,Ne,0.0017634453241182101
Pb,Ne,0.00170432568657486
Bi,Ne,0.0013467877551054084
Po,Ne,0.0016922791474374517
At,Ne,0.0009169674622262183
Rn,Ne,0.001313211507099865
Fr,Ne,0.001811558531413519
Ra,Ne,0.003528909632926284
Ac,Ne,0.0015253653182120293
Th,Ne,0.001990148162662785
Pa,Ne,0.001192959033396253
U,Ne,0.0014887242755400399
Np,Ne,0.0011571860661437029
Pu,Ne,0.0015894751870717525
Am,Ne,0.0008685013391868896
Cm,Ne,0.0007355738487717948
Bk,Ne,0.0005205296948498124
Cf,Ne,0.0005416315492053411
Es,Ne,0.0009611724041817087
Fm,Ne,0.0017916141600773248
Md,Ne,0.0013857568327787135
No,Ne,0.001860813762184072
Lr,Ne,0.0020662656571905674
H,Na,0.018499062481561704
He,Na,0.0011597896351177998
Li,Na,0.031792734458233565
Be,Na,0.0015154922512176613
B,Na,0.016646175723100284
C,Na,0.005732681188470033
N,Na,0.01699309826966576
O,Na,0.005778366567116095
F,Na,0.01480123623072151
Ne,Na,0.0014661957026633936
Na,Na,0.0
Mg,Na,0.002753428349781973
Al,Na,0.005189790358620838
Si,Na,0.0018677865286657231
P,Na,0.020623463676852985
S,Na,0.006011393698606348
Cl,Na,0.021066510087810998
Ar,Na,0.0024579828001305643
K,Na,0.048826826535245976
Ca,Na,0.0036894008173491873
Sc,Na,0.001844355853977808
Ti,Na,0.0021741466313477576
V,Na,0.006279116381735137
Cr,Na,0.0035909462633881466
Mn,Na,0.007118992906157683
Fe,Na,0.00487831370505938
Co,Na,0.005945666015974346
Ni,Na,0.002530040601175007
Cu,Na,0.0067518789002162976
Zn,Na,0.002683795652470087
Ga,Na,0.002835368763764516
Ge,Na,0.001579744808622172
As,Na,0.011033972479731995
Se,Na,0.003059410245949005
Br,Na,0.023036738244645805
Kr,Na,0.001749149238961599
Rb,Na,0.020681592195403217
Sr,Na,0.0029712517158930842
Y,Na,0.0018653548342781202
Zr,Na,0.001415303643018026
Nb,Na,0.002830345741231964
Mo,Na,0.002664694988446082
Tc,Na,0.0028238617136840563
Ru,Na,0.002090713169077206
Rh,Na,0.00474880280697475
Pd,Na,0.0015903044343625581
Ag,Na,0.018530407212962088
Cd,Na,0.002296012717732761
In,Na,0.0033166302167193327
Sn,Na,0.001994673772721125
Sb,Na,0.005083754841691296
Te,Na,0.002126652786772785
I,Na,0.022027698645056777
Xe,Na,0.0018575248916027547
Cs,Na,0.022898357843164952
Ba,Na,0.0035414403811902394
La,Na,0.0026874322579036004
Ce,Na,0.0018985204507479664
Pr,Na,0.002228866843361578
Nd,Na,0.0024998065097713413
Pm,Na,0.0007061500148276019
Sm,Na,0.0021611414861245223
Eu,Na,0.0020954408636730476
Gd,Na,0.001972863035181737
Tb,Na,0.00150355573303328
Dy,Na,0.0015467329550364563
Ho,Na,0.0013335482642464586
Er,Na,0.0015123184724998209
Tm,Na,0.001181827842895595
Yb,Na,0.0017636694889928677
Lu,Na,0.0011881430873860671
Hf,Na,0.0009444515564958168
Ta,Na,0.0025183246707070673
W,Na,0.0020444634608016697
Re,Na,0.008448595224227425
Os,Na,0.0012056236533709425
Ir,Na,0.002945686242814658
Pt,Na,0.0015206150502002694
Au,Na,0.004331136219244442
Hg,Na,0.003382934648831214
Tl,Na,0.01365221573726108
Pb,Na,0.0030505739891691645
Bi,Na,0.003975491567703482
Po,Na,0.0006434175559052474
At,Na,0.001045914258797609
Rn,Na,0.0003456644688581777
Fr,Na,0.0003178931518551057
Ra,Na,0.0003870342119678339
Ac,Na,0.00013383591540885214
Th,Na,0.001235744513797537
Pa,Na,0.0003140115270229063
U,Na,0.001428667423966669
Np,Na,0.0013402195007800872
Pu,Na,0.0011555334244205727
Am,Na,0.0009398310039602296
Cm,Na,0.0011294399242931233
Bk,Na,0.0005480567890926554
Cf,Na,0.0005702745696658248
Es,Na,0.00025300048528080867
Fm,Na,0.0001571966520482277
Md,Na,0.000243173267458846
No,Na,0.0003265364831543622
Lr,Na,0.0001812946396553204
H,Mg,0.0019205682383750431
He,Mg,0.002117592822763498
Li,Mg,0.0036715486139355996
Be,Mg,0.012269896584845813
B,Mg,0.002360038602299514
C,Mg,0.004548189670126617
N,Mg,0.002061577321886448
O,Mg,0.004986720755323065
F,Mg,0.0008875989304589337
Ne,Mg,0.002561762623609463
Na,Mg,0.002753428349781973
Mg,Mg,0.0
Al,Mg,0.005962007454846105
Si,Mg,0.007893175831051754
P,Mg,0.002061268304977178
S,Mg,0.007070735699964994
Cl,Mg,0.001546354411902108
Ar,Mg,0.0029791340026629008
K,Mg,0.0027204698338789
Ca,Mg,0.03237323465366638
Sc,Mg,0.003530593326157778
Ti,Mg,0.006531965659941688
V,Mg,0.004590376668535972
Cr,Mg,0.0059787267091208985
Mn,Mg,0.013411431027405617
Fe,Mg,0.009866993894332047
Co,Mg,0.012942768699108528
Ni,Mg,0.017128366465402334
Cu,Mg,0.012782186275821932
Zn,Mg,0.027734716754824945
Ga,Mg,0.004519194799432939
Ge,Mg,0.009632627328889672
As,Mg,0.0022076267472571198
Se,Mg,0.010146478844090562
Br,Mg,0.001763450521155959
Kr,Mg,0.0026570715917732996
Rb,Mg,0.0027509940369628135
Sr,Mg,0.019454903432672064
Y,Mg,0.0027356172821247954
Zr,Mg,0.005455310455092699
Nb,Mg,0.0023667792448012074
Mo,Mg,0.004075950233683974
Tc,Mg,0.001153102360031432
Ru,Mg,0.004375575325830427
Rh,Mg,0.0026110780312969765
Pd,Mg,0.006973939362923405
Ag,Mg,0.005851961974512423
Cd,Mg,0.015861337218190802
In,Mg,0.005138832851879422
Sn,Mg,0.011125603144807636
Sb,Mg,0.0028544519283684494
Te,Mg,0.010878025758889147
I,Mg,0.001693666392918985
Xe,Mg,0.0027749023173238995
Cs,Mg,0.002729990597459264
Ba,Mg,0.020114236168827668
La,Mg,0.00331659803894832
Ce,Mg,0.003154540496929257
Pr,Mg,0.0025055813680117433
Nd,Mg,0.0028689100331519665
Pm,Mg,0.0005581465257957505
Sm,Mg,0.0031009348951759334
Eu,Mg,0.004454075323082459
Gd,Mg,0.00278695282239817
Tb,Mg,0.0022259706326664347
Dy,Mg,0.002144837846492186
Ho,Mg,0.002013863602759835
Er,Mg,0.0022761168015161953
Tm,Mg,0.002150595463560894
Yb,Mg,0.004648721756545742
Lu,Mg,0.0018918852484418455
Hf,Mg,0.004091404856015916
Ta,Mg,0.0020035990456848266
W,Mg,0.0035026907768721132
Re,Mg,0.0012929234327654236
Os,Mg,0.0037777043007467446
Ir,Mg,0.0015175954171153501
Pt,Mg,0.006356540977684228
Au,Mg,0.003647479624886022
Hg,Mg,0.016078084835534162
Tl,Mg,0.0032480364279154263
Pb,Mg,0.01282943321581365
Bi,Mg,0.0029771410558776705
Po,Mg,0.001232285565454937
At,Mg,0.0011685070376583442
Rn,Mg,0.0007171917767108364
Fr,Mg,0.0006595712748153844
Ra,Mg,0.001766658462471444
Ac,Mg,0.0002776855205189686
Th,Mg,0.0030655902760664423
Pa,Mg,0.000651517599471992
U,Mg,0.004065227887642624
Np,Mg,0.0021487343884341583
Pu,Mg,0.0021908414508431486
Am,Mg,0.0016864698561170738
Cm,Mg,0.0012721234343388117
Bk,Mg,0.00047379980891848933
Cf,Mg,0.0005916087256272891
Es,Mg,0.0005249306304076451
Fm,Mg,0.0003261548592132552
Md,Mg,0.0007568113739610783
No,Mg,0.0006775046370486821
Lr,Mg,0.00037615386143693334
H,Al,0.004819501810585246
He,Al,0.0015720905864538052
Li,Al,0.008736759338139171
Be,Al,0.003056910974467393
B,Al,0.01732049495472716
C,Al,0.003333074134382227
N,Al,0.006189795194337991
O,Al,0.003095841528807572
F,Al,0.003781053141896742
Ne,Al,0.00199240389425039
Na,Al,0.005189790358620838
Mg,Al,0.005962007454846105
Al,Al,0.0
Si,Al,0.006363599343527194
P,Al,0.011945178781000506
S,Al,0.0033305965348331273
Cl,Al,0.006636232325970849
Ar,Al,0.003298798662219636
K,Al,0.004971121100611823
Ca,Al,0.003708526459415814
Sc,Al,0.010771050795263118
Ti,Al,0.010386224444922324
V,Al,0.008603788927860448
Cr,Al,0.011234061686915068
Mn,Al,0.009669284698896828
Fe,Al,0.01730864546077147
Co,Al,0.009082886780606687
Ni,Al,0.009661196339017714
Cu,Al,0.007857638152966475
Zn,Al,0.004379464454242358
Ga,Al,0.04228849058348615
Ge,Al,0.006739823723589339
As,Al,0.011218124769707868
Se,Al,0.0028281621912743513
Br,Al,0.007634182647010416
Kr,Al,0.002469755586138282
Rb,Al,0.002559852381519964
Sr,Al,0.0028316333966211618
Y,Al,0.00889731531965175
Zr,Al,0.004213320210802912
Nb,Al,0.005951316724397038
Mo,Al,0.0034525396994632813
Tc,Al,0.0017451675551742461
Ru,Al,0.00362311926247349
Rh,Al,0.007992858425045688
Pd,Al,0.004108846948029369
Ag,Al,0.005483773621028299
Cd,Al,0.0029577196297842683
In,Al,0.024699411211056874
Sn,Al,0.005935842422411634
Sb,Al,0.012559095890265222
Te,Al,0.0031441178115028537
I,Al,0.00896650586453047
Xe,Al,0.0025178681614064532
Cs,Al,0.002915497496659382
Ba,Al,0.0030649062516542357
La,Al,0.008200252656054742
Ce,Al,0.006839109712587646
Pr,Al,0.007421935184224867
Nd,Al,0.0069356752129096375
Pm,Al,0.0022790089260699502
Sm,Al,0.006487930122407958
Eu,Al,0.0052967130757173
Gd,Al,0.006875181661230304
Tb,Al,0.0048651707794278186
Dy,Al,0.005656631168578853
Ho,Al,0.0053253415449215
Er,Al,0.0062717203072499865
Tm,Al,0.004924067508422589
Yb,Al,0.006327178669841673
Lu,Al,0.005543791969937086
Hf,Al,0.0030983400487339416
Ta,Al,0.0067678833952072946
W,Al,0.0033698809220051367
Re,Al,0.00445625253364078
Os,Al,0.002342538565393237
Ir,Al,0.006309270452948654
Pt,Al,0.004190995630379485
Au,Al,0.008796421482325
Hg,Al,0.002568938643800909
Tl,Al,0.008650600105701371
Pb,Al,0.0048020151935070044
Bi,Al,0.011727140784064807
Po,Al,0.0011980084224107515
At,Al,0.0006491451156194225
Rn,Al,0.0005577939484610366
Fr,Al,0.0005129797602504969
Ra,Al,0.0007494620734245702
Ac,Al,0.0004319383125977589
Th,Al,0.0023842544769448735
Pa,Al,0.0010978847451337996
U,Al,0.002911417077535234
Np,Al,0.0021954616631090994
Pu,Al,0.0028934506930448386
Am,Al,0.0033201073075330703
Cm,Al,0.0025515861083519856
Bk,Al,0.0016950839426524953
Cf,Al,0.0017638012796885097
Es,Al,0.000952614521238408
Fm,Al,0.0005073321045722645
Md,Al,0.0005886079821745865
No,Al,0.0002634636919104094
Lr,Al,0.0002925526399117767
H,Si,0.01252306008680217
He,Si,0.0006360647520816077
Li,Si,0.0033665424937555175
Be,Si,0.00243019027808011
B,Si,0.006731097692928609
C,Si,0.05325935215586273
N,Si,0.014973275912140918
O,Si,0.047100923653517195
F,Si,0.0033533191789203937
Ne,Si,0.0007617859399863792
Na,Si,0.0018677865286657231
Mg,Si,0.007893175831051754
Al,Si,0.006363599343527194
Si,Si,0.0
P,Si,0.009523011040671676
S,Si,0.04745463170512477
Cl,Si,0.005825375204235423
Ar,Si,0.0012412593150411186
K,Si,0.0019607121257058835
Ca,Si,0.003066462431374249
Sc,Si,0.0013065236544541024
Ti,Si,0.016495431543926235
V,Si,0.004964323692720131
Cr,Si,0.007010909520505116
Mn,Si,0.003931913852417413
Fe,Si,0.015434981034037756
Co,Si,0.005940121035664539
Ni,Si,0.010402660667662555
Cu,Si,0.0078885494451191
Zn,Si,0.008987191856143642
Ga,Si,0.00389379839090606
Ge,Si,0.03210285331955868
As,Si,0.0032066391314535085
Se,Si,0.022030752537227694
Br,Si,0.005528705574888264
Kr,Si,0.0009078974878184395
Rb,Si,0.0008764899489086484
Sr,Si,0.0016413351330541288
Y,Si,0.0013065057825695765
Zr,Si,0.014613908226670053
Nb,Si,0.002841087407068489
Mo,Si,0.008960419250127062
Tc,Si,0.0011203316125133176
Ru,Si,0.009751189032786097
Rh,Si,0.0029081878365718656
Pd,Si,0.010277622453882607
Ag,Si,0.0020551211158876693
Cd,Si,0.0033268765107907147
In,Si,0.002599161861221116
Sn,Si,0.03633922122185488
Sb,Si,0.0028958764286165896
Te,Si,0.012017167961838037
I,Si,0.004033624018718107
Xe,Si,0.0012632183730741549
Cs,Si,0.0008562390342712278
Ba,Si,0.002218923464484925
La,Si,0.001136986614757218
Ce,Si,0.0018404750846166052
Pr,Si,0.000895321794633842
Nd,Si,0.00102355927873255
Pm,Si,0.0002581831052307581
Sm,Si,0.0014045831515871927
Eu,Si,0.0010969684303484726
Gd,Si,0.0009285072511062194
Tb,Si,0.0007601751613135456
Dy,Si,0.0006905567636015912
Ho,Si,0.0006619265412157956
Er,Si,0.0008379973893705414
Tm,Si,0.0006534639061875346
Yb,Si,0.0021047055508675526
Lu,Si,0.0007829478571878239
Hf,Si,0.0067620260787008895
Ta,Si,0.0015836238330265947
W,Si,0.009198437337473341
Re,Si,0.0017159677670306424
Os,Si,0.004232589545799708
Ir,Si,0.0024032020245726062
Pt,Si,0.010553560032440196
Au,Si,0.001990456542449294
Hg,Si,0.007982954637116233
Tl,Si,0.0016122653192598788
Pb,Si,0.007508131155529214
Bi,Si,0.0017821849232841503
Po,Si,0.0007057404477325875
At,Si,0.00013237198836822117
Rn,Si,0.00018957315881286155
Fr,Si,8.717125188078664e-05
Ra,Si,0.00016980929135992242
Ac,Si,7.339978369913616e-05
Th,Si,0.003558034057233371
Pa,Si,0.0005453433827908226
U,Si,0.004951882451922083
Np,Si,0.0012473034577796932
Pu,Si,0.0010489332638824096
Am,Si,0.0007104611364369134
Cm,Si,0.0005132337354694901
Bk,Si,0.00040076187971272863
Cf,Si,0.0003648823879387791
Es,Si,0.0002312555743931943
Fm,Si,8.621153913223153e-05
Md,Si,0.00013336379235996118
No,Si,8.954138790095481e-05
Lr,Si,9.942762595423027e-05
H,P,0.03795123568325562
He,P,0.00044393506984885127
Li,P,0.015205620175494995
Be,P,0.0012085168616436405
B,P,0.03594451793460978
C,P,0.013456931263760913
N,P,0.04716865923583326
O,P,0.011428006580956319
F,P,0.024043809893563334
Ne,P,0.0006153714386632497
Na,P,0.020623463676852985
Mg,P,0.002061268304977178
Al,P,0.011945178781000506
Si,P,0.009523011040671676
P,P,0.0
S,P,0.011259995021904652
Cl,P,0.039009920035114
Ar,P,0.0009444697679588007
K,P,0.012940259098332112
Ca,P,0.0017179701591633
Sc,P,0.0025971867751444287
Ti,P,0.004408774027533583
V,P,0.011285844627008487
Cr,P,0.006164089378366558
Mn,P,0.007620453965197347
Fe,P,0.007850479737684673
Co,P,0.00997700107366553
Ni,P,0.0037336457380125958
Cu,P,0.0069098075500613225
Zn,P,0.0032108287795319895
Ga,P,0.006833911769308844
Ge,P,0.005177983873736714
As,P,0.04026767573836003
Se,P,0.005279235644456689
Br,P,0.03856026928507156
Kr,P,0.0008136594138430652
Rb,P,0.001585985970139196
Sr,P,0.0011847001513730158
Y,P,0.003225929439044141
Zr,P,0.0033339761546927124
Nb,P,0.007797033417710742
Mo,P,0.004448929789353361
Tc,P,0.003497578104214819
Ru,P,0.004520829681251965
Rh,P,0.010681642409821102
Pd,P,0.0033115415802847737
Ag,P,0.00802944776339972
Cd,P,0.002066738932280836
In,P,0.005490107774668554
Sn,P,0.005720709264242406
Sb,P,0.02152380693658675
Te,P,0.0035812841439920753
I,P,0.033540408865141355
Xe,P,0.0010006788161679857
Cs,P,0.0035966878584243736
Ba,P,0.0014514889215818435
La,P,0.003555085421331759
Ce,P,0.002709631627148307
Pr,P,0.0029167451522575656
Nd,P,0.0031504117462618627
Pm,P,0.0005005453649845129
Sm,P,0.003073742135224491
Eu,P,0.0027616163547253348
Gd,P,0.003038628584137172
Tb,P,0.0022064897120514936
Dy,P,0.002045385610617954
Ho,P,0.0017005859883795005
Er,P,0.002224512958511754
Tm,P,0.0013132345562361586
Yb,P,0.0027243172761781493
Lu,P,0.002183844086319602
Hf,P,0.0016497465077209893
Ta,P,0.008053001891417472
W,P,0.003068362225511481
Re,P,0.010451126833562115
Os,P,0.0018879481226930569
Ir,P,0.008844591936253964
Pt,P,0.0033599925504170926
Au,P,0.008234169621382187
Hg,P,0.002623016843779594
Tl,P,0.005656322063687257
Pb,P,0.0029692703161313546
Bi,P,0.008462902801254089
Po,P,0.0005262441548082859
At,P,0.0002994046261637572
Rn,P,0.00018376486308900873
Fr,P,8.450042858115548e-05
Ra,P,0.00020575817123458094
Ac,P,0.00014230180355384258
Th,P,0.0012282224903730678
Pa,P,0.000695571988523385
U,P,0.0033462255164416624
Np,P,0.001565336580854834
Pu,P,0.0010697532816523298
Am,P,0.0008912503518179967
Cm,P,0.0006347526902028604
Bk,P,0.0005098839548197435
Cf,P,0.0004800252642673815
Es,P,0.00022417017911742604
Fm,P,8.357012028779047e-05
Md,P,0.00012927768465498894
No,P,8.679794645750466e-05
Lr,P,9.63812819555375e-05
H,S,0.03676236769443453
He,S,0.00044851491575433755
Li,S,0.005533531281538536
Be,S,0.0019545404018783403
B,S,0.007075932400627727
C,S,0.09864291352501207
N,S,0.03615351852273437
O,S,0.10367775662844095
F,S,0.02111024227463795
Ne,S,0.0005991119074062786
Na,S,0.006011393698606348
Mg,S,0.007070735699964994
Al,S,0.0033305965348331273
Si,S,0.04745463170512477
P,S,0.011259995021904652
S,S,0.0
Cl,S,0.0274190576696791
Ar,S,0.0013118948429088968
K,S,0.004536548258797342
Ca,S,0.003348422451063528
Sc,S,0.0008362430489143762
Ti,S,0.010101501342081327
V,S,0.006999600519673285
Cr,S,0.010031654722316794
Mn,S,0.007510502371542375
Fe,S,0.01880343773356319
Co,S,0.010557713887318939
Ni,S,0.014993871895706168
Cu,S,0.01719364665807174
Zn,S,0.013651864344471947
Ga,S,0.0020621440870412736
Ge,S,0.009131508104568071
As,S,0.00464886870507128
Se,S,0.04037313181005444
Br,S,0.01788129591602173
Kr,S,0.0007046172963539756
Rb,S,0.0009607149976466502
Sr,S,0.001589588221101566
Y,S,0.0009591074908409637
Zr,S,0.008090882053742502
Nb,S,0.0018292820192900145
Mo,S,0.012549236173693527
Tc,S,0.0016590163351023765
Ru,S,0.012256999038149459
Rh,S,0.0037373334948904284
Pd,S,0.014138690442010306
Ag,S,0.004382979551285416
Cd,S,0.007760475843229998
In,S,0.0015742632779592526
Sn,S,0.018415079151201327
Sb,S,0.0023876298192444436
Te,S,0.01435707572012663
I,S,0.010456085435866343
Xe,S,0.0011029115957312799
Cs,S,0.0015534357222023148
Ba,S,0.002698176313393354
La,S,0.0009918414889111332
Ce,S,0.0011908900722145442
Pr,S,0.0008451769347388977
Nd,S,0.0008940093903241304
Pm,S,0.00015762365600840593
Sm,S,0.0011080133295667378
Eu,S,0.001206339163825751
Gd,S,0.0009325732631001487
Tb,S,0.0007318679372315596
Dy,S,0.0006398708389266669
Ho,S,0.0005786170742305103
Er,S,0.0007369104520272409
Tm,S,0.00047962832990357067
Yb,S,0.0015922434135647403
Lu,S,0.0006125317834526298
Hf,S,0.0034085340987372297
Ta,S,0.0013701899205056836
W,S,0.011094543826044105
Re,S,0.0036186176439450203
Os,S,0.004572534063711926
Ir,S,0.0022188616313538485
Pt,S,0.013271551437450685
Au,S,0.0024028005781587436
Hg,S,0.012879151971835753
Tl,S,0.0021971658043003404
Pb,S,0.005763230426472053
Bi,S,0.001488641619376894
Po,S,0.00033350406085262696
At,S,0.0003299928295435832
Rn,S,0.000101269455850465
Fr,S,4.656664107435956e-05
Ra,S,0.00018142330530397554
Ac,S,3.920996095281106e-05
Th,S,0.002451617125558517
Pa,S,0.0003373189636293749
U,S,0.006510359194158211
Np,S,0.0009042724951051162
Pu,S,0.0006945847055124933
Am,S,0.00038696806286350895
Cm,S,0.0003119843197391958
Bk,S,0.00021408588503914333
Cf,S,0.00019491916000859225
Es,S,9.882886935192706e-05
Fm,S,4.605396518486367e-05
Md,S,0.00010686385219581555
No,S,4.783276116518401e-05
Lr,S,5.3113962123868685e-05
H,Cl,0.09562752609719295
He,Cl,0.000417930209744376
Li,Cl,0.013328159040299955
Be,Cl,0.0006260575154247735
B,Cl,0.025237232189770652
C,Cl,0.03253166041623449
N,Cl,0.08809552079471474
O,Cl,0.03375911106313075
F,Cl,0.08240327460994305
Ne,Cl,0.0005974280469608017
Na,Cl,0.021066510087810998
Mg,Cl,0.001546354411902108
Al,Cl,0.006636232325970849
Si,Cl,0.005825375204235423
P,Cl,0.039009920035114
S,Cl,0.0274190576696791
Cl,Cl,0.0
Ar,Cl,0.001130462035777289
K,Cl,0.013001252630386931
Ca,Cl,0.0008973563890262472
Sc,Cl,0.0013073454996104005
Ti,Cl,0.002130136129531217
V,Cl,0.0053308014830039194
Cr,Cl,0.004206263263753214
Mn,Cl,0.006058918771679876
Fe,Cl,0.006976494484975823
Co,Cl,0.007200109090703115
Ni,Cl,0.002788684158962491
Cu,Cl,0.006678193326467903
Zn,Cl,0.0026644405058730163
Ga,Cl,0.003451076425059502
Ge,Cl,0.0018237342921236122
As,Cl,0.009268561987480821
Se,Cl,0.005898773909980948
Br,Cl,0.08493231822405396
Kr,Cl,0.0006594998086717353
Rb,Cl,0.001276451774441767
Sr,Cl,0.0005061292151385957
